roi1,roi2,roi3,roi4,roi5,roi6,roi7,roi8,roi9,roi10,roi11,roi12,roi13,roi14,roi15,roi16,roi17,roi18,roi19,roi20,roi21,roi22,roi23,roi24,roi25,roi26,roi27,roi28,roi29,roi30,roi31,roi32,roi33,roi34,roi35,roi36,roi37,roi38,roi39,roi40,roi41,roi42,roi43,roi44,roi45,roi46,roi47,roi48,roi49,roi50,roi51,roi52,roi53,roi54,roi55,roi56,roi57,roi58,roi59,roi60,roi61,roi62,roi63,roi64,roi65,roi66,roi67,roi68,roi69,roi70,roi71,roi72
2.270006,0.435121,2.07204,-3.02729,-0.1810797,-0.2793154,2.88627,1.095757,0.8892307,0.0315677,-0.0931565,-1.357112,1.04201,-0.2769246,-0.6269777,-0.6299674,-0.6270175,-0.1813066,0.0353673,-0.0777097,-0.0655735,0.352704,-0.52757,0.2765711,2.626749,0.6260957,0.6250404,-0.2745753,-0.0526266,-1.274565,0.2733747,-2.187964,-0.3502472,5.06792,-0.6277741,1.56167,1.095077,-0.3537556,1.277193,0.6224334,1.352736,-1.1869,0.3529607,1.357021,0.427573,-0.2764446,0.6217764,-0.3507964,0.2737739,-0.472414,-0.1897466,-2.01272,0.0916752,0.1851536,0.525469,0.403344,1.094671,0.2734305,0.353974,0.3516477,1.883927,3.04106,-0.54444,-0.532559,1.43962,-0.597409,-0.2792376,-0.3546003,1.43457,0.623001,0.524731,1.097171
0.49519,-0.6243437,2.279723,-2.50507,-0.6279537,-0.2750015,2.357377,-0.0933753,0.514257,0.0947775,-0.5726,-1.092145,1.46577,-0.4162,-0.6234449,-0.8853366,-0.0996305,0.1851117,1.53397,-0.1810539,0.402016,-0.1806257,-0.1834117,0.2712745,1.886504,0.2750167,0.2767062,-0.091572,0.3511153,-0.460927,-0.0979164,-2.57772,-0.434734,5.622443,0.2746242,-0.3506237,0.2757957,0.6273374,0.889627,0.0670797,0.0900607,-0.6207342,-1.57257,-0.2733937,1.277039,-0.4572,1.274509,0.1801617,-0.0250706,-0.0447504,0.6214621,-2.09751,0.2790774,0.2734334,0.0763266,1.0644,1.42027,0.567174,0.403934,-0.567726,1.094647,1.189324,-0.3536636,0.6245546,3.621596,-0.590576,-0.1842577,0.0941176,2.095737,1.351956,0.1837744,0.499624
-1.097714,-2.183454,2.090473,-1.629716,-1.093409,-0.2733623,1.099166,-1.354301,-0.0907477,0.1843919,-1.092139,-0.6206709,0.6276164,-0.3515232,-0.531125,-0.6237342,-0.0603551,0.1816917,2.623477,-0.3542465,0.6274144,-0.6203715,0.3569592,0.1837212,0.277761,-0.6216975,-0.1834447,0.0141443,0.2741991,0.1872905,-0.8833449,-2.093453,-0.571374,3.42915,1.623643,-1.881376,-0.6269613,1.880077,0.1865295,-0.570029,-1.276171,-0.0977523,-3.353076,-4.42115,1.623123,-0.2757276,0.8837736,0.6245421,-0.3513744,0.3524043,1.093379,-1.274953,1.184765,0.095176,-1.07307,1.18445,1.5507,0.3519566,0.3523769,-1.45491,0.0277351,-0.6217631,-0.2747562,1.52097,2.357119,-0.8879771,-0.1819606,0.449776,2.351257,2.0236,-0.0140721,-0.0927207
-2.27591,-3.090441,1.50025,-1.07724,-1.09935,-0.273927,-0.2797707,-2.184513,-0.8860125,0.1863642,-1.093495,-0.6206291,-0.3593734,-0.0795627,-0.3509309,-0.3573637,-0.6247367,0.0310967,3.096344,-0.6254703,0.6274614,-1.180976,1.275449,0.2740626,-1.185133,-1.622452,-0.6224327,0.0697562,-0.1803421,0.6273599,-1.55772,-0.8800672,-0.6257913,0.52431,2.622517,-2.095474,-2.05741,2.187367,-0.562343,-1.274296,-2.354095,0.095793,-4.275753,-9.57746,1.624752,0.0555669,0.0973634,1.092673,-0.6201762,0.531252,0.463344,-0.0924953,1.883646,-0.0919507,-1.627721,1.03554,1.62421,-0.0965392,0.0970491,-1.881402,-1.007,-2.271377,-0.2710569,2.183662,-1.35765,-1.357471,-0.2777116,0.501542,2.270799,2.353107,-0.00499169,-0.8817267
-2.621049,-3.181997,1.184266,-0.2706296,-0.6210911,-0.2701593,-1.50303,-2.271364,-1.56969,0.0975405,-0.557017,-0.6296277,-1.52104,0.1895723,0.0152037,-0.00699219,-2.273772,0.0941476,2.46233,-1.350702,0.43401,-1.351331,2.091044,0.1877757,-2.274776,-2.05532,-1.187234,0.0937473,-0.6207461,0.8863697,-2.090935,0.0923677,-1.091313,-0.1863167,3.185262,-1.181756,-2.620039,1.5297,-1.56237,-1.356077,-2.629705,0.2733075,-4.274003,-12.5652,1.18374,0.272367,-0.445004,1.272573,-0.6224756,0.416047,-0.6207797,1.02425,1.56275,-0.1865493,-1.51934,0.537546,2.097246,-0.2791301,-0.1814096,-1.54957,-1.53551,-3.07702,-0.1850746,1.350029,-5.620167,-1.52606,-0.6203214,0.1877374,1.883666,2.43277,0.0962362,-1.55677
-2.359114,-2.620152,1.09517,0.2759621,-0.1801317,-0.09602,-1.52691,-1.62445,-2.04419,0.00121747,0.010495,-1.187491,-1.620727,0.417632,0.444671,0.3544747,-3.51074,0.575152,1.359371,-1.88377,0.0170932,-1.355651,2.279121,0.2774747,-2.53647,-1.355706,-1.40639,0.1877725,-0.8872457,0.457662,-2.096723,0.00577167,-1.35047,2.090625,2.881374,0.0775019,-2.47231,1.181261,-2.279235,-1.351714,-2.623462,0.2777659,-3.621721,-10.6203,0.534369,0.0973474,-0.6257909,1.272473,-0.620759,0.0967352,-2.18917,1.51174,0.1862676,-0.0995076,-0.6214604,0.1899101,2.351307,-0.0965911,-0.524117,-0.6292791,-1.627536,-3.07263,-0.0935321,-0.0942479,-7.05669,-2.090077,-1.02556,-0.1875495,1.277905,2.18591,0.2777172,-2.181626
-2.180965,-2.276076,0.8864975,0.6262412,0.09334,0.0767579,-1.353771,-1.271672,-2.06137,-0.187705,0.3500921,-1.47742,-0.547677,0.353621,0.8834466,0.6249754,-3.55765,1.189213,0.3575629,-2.183095,-0.2777232,-1.275337,2.01726,0.355217,-2.186247,-0.0977557,-1.43291,0.41709,-0.3555973,-0.051346,-1.8809,-1.41421,-1.56019,6.273721,1.887172,0.6277691,-1.882917,0.3593749,-2.620429,-1.18157,-2.44797,0.1892611,-3.06934,-3.621616,0.1809249,-0.2721031,-0.2762343,1.07516,-0.6235646,-0.2741463,-3.090604,1.35579,-1.623721,-0.00763967,-0.0972043,0.095737,2.090797,0.3579034,-0.8823704,0.0707426,-1.46262,-2.629673,0.0344766,-1.43647,-7.184104,-1.626345,-1.097141,-0.6234043,0.6249712,1.5257,0.2747902,-2.40215
-2.185525,-2.27461,0.56392,1.093607,0.0620797,0.2779672,-0.417616,-1.097095,-1.625602,-0.555904,0.1809047,-1.46574,0.6290551,0.0901711,0.8866267,0.6242701,-2.096049,1.35379,0.0917451,-2.092935,-0.3577562,-1.07153,1.091003,0.3571543,-1.627635,1.093502,-1.351321,0.6254262,0.435971,-0.3572652,-1.43911,-3.621775,-1.620707,9.092662,0.6207495,0.2737962,-1.187703,0.0939177,-2.46767,-1.01012,-2.189165,0.0369147,-2.622635,4.277795,0.0907216,-0.6243677,0.0990717,0.450139,-0.575474,-0.3554977,-2.623279,0.627196,-3.277759,0.0727979,-0.1801214,0.1809243,1.03744,1.092635,-1.00076,0.6277196,-1.27757,-2.625552,0.0979773,-1.889764,-4.187255,-1.277447,-1.04376,-1.180349,0.0937997,0.6261659,0.0537613,-2.356379
-2.5607,-2.623967,0.1843737,1.094365,-0.2709241,0.542753,0.2743902,-1.4776,-1.52347,-1.02714,-0.357013,-1.07414,1.627779,-0.187622,0.529703,0.6223639,0.0946611,0.6204906,0.464632,-1.52751,-0.2720731,-0.557493,0.0576037,0.3531051,-1.44707,1.629507,-1.181772,0.8807657,1.355626,-0.3553274,-1.185156,-5.184334,-1.62179,7.42747,-0.1839711,-0.525269,-1.097476,0.1852425,-2.092324,-0.8824596,-2.092674,-0.2791932,-2.887657,7.359797,0.0975431,-0.887709,0.3575175,-0.0956923,-0.566605,-0.3517779,-1.5361,0.0660612,-3.620659,-0.0775216,-1.271762,0.2773426,-0.479672,1.274502,-0.6221157,1.274717,-1.277034,-3.180909,0.2737771,-1.1859,-1.180607,-0.8801144,-0.50106,-1.186239,-0.1875004,-0.0907457,-0.2775797,-2.09434
-3.093709,-3.4123,-0.0140536,0.8831555,-0.6277247,0.6231677,0.2793009,-2.187047,-1.40366,-1.187109,-1.274676,-0.1806217,1.47573,-0.3547345,0.0962956,0.3549156,1.627435,-0.2771597,1.43667,-0.6279215,-0.0431729,-0.1819059,-0.570777,0.2763171,-1.623314,1.620371,-0.8897444,0.8836764,1.625347,-0.0174039,-1.091795,-4.625911,-1.622737,1.184133,-0.8819714,-2.099127,-1.626266,0.590703,-1.5179,-1.00093,-1.88611,-0.6279562,-3.091574,4.626796,0.0950334,-0.472791,0.0991374,-0.6290429,-0.51777,-0.0937606,-0.0915577,-0.1806243,-2.357506,-0.400013,-2.883416,0.473366,-2.090392,0.8890242,-0.3554471,0.6275273,-1.52307,-3.887751,0.3547649,0.2717767,0.0962175,-0.529242,0.0177969,-1.093507,-0.2740249,-0.6232055,-0.620346,-1.53913
-3.271726,-3.626039,0.0943741,0.54511,-1.277512,0.522304,-0.0414792,-2.621172,-1.41436,-1.189762,-1.41707,0.6227769,0.0153667,-0.1873762,-0.0971506,0.0914771,1.880774,-1.356557,2.354663,-0.0971735,0.0934199,-0.0127707,-0.6240342,0.2714497,-2.097131,1.03021,-0.627397,0.6265917,1.181423,0.459751,-1.07144,-2.181762,-1.5111,-6.621257,-1.096417,-2.42034,-2.621273,1.097697,-1.187766,-1.097602,-1.59173,-1.099757,-2.5632,-5.621564,-0.0946193,0.09739,-0.466504,-1.01957,-0.3563979,0.1837762,1.075,0.0964564,-0.1874713,-0.885002,-4.091739,0.6279334,-2.621343,0.187571,-0.0473451,-0.0914366,-1.88656,-4.49501,0.3577711,2.01717,-0.3560232,-0.437346,0.477767,-0.62996,-0.0333479,-0.8823677,-0.622093,-1.07646
-3.02017,-3.45761,0.557421,0.3557925,-1.50626,0.8870302,-0.6201527,-2.624732,-1.46574,-1.03592,-1.090652,1.277937,-2.00726,0.0960911,0.0397911,-0.0974211,0.1819731,-1.621761,2.625202,0.1877537,0.0905799,-0.1854035,-0.3579677,0.2719352,-2.47261,0.0660377,-0.457505,0.625119,0.0910474,0.8837696,-0.8877939,1.629651,-1.43754,-11.5147,-1.05326,-1.53674,-3.54923,1.40741,-1.097779,-1.276003,-1.273733,-1.091034,-1.277095,-17.88792,-0.565511,0.8802493,-1.274532,-0.530362,-0.0991935,0.405434,1.54157,1.02605,1.620239,-1.09701,-4.186342,0.8863116,-2.272157,-0.2757564,0.1844104,-1.356067,-2.097769,-4.53405,0.3524279,3.274715,-2.091732,-0.3527053,0.6277771,-0.2747625,0.3574775,-0.546755,-0.2769676,-0.509041
-2.275295,-2.57962,1.091165,0.3549272,-1.41736,0.88292,-1.42131,-2.273661,-1.43663,-0.469179,-0.0977751,1.45747,-3.352779,0.509793,0.3574907,-0.2736014,-2.03327,-1.189095,2.186741,0.2729672,-0.0932907,-0.8836403,0.0171474,0.2777144,-2.56462,-0.467629,-0.277367,0.529305,-0.8870233,0.8805642,-0.6297719,5.886796,-1.4236,-10.0244,-0.6243469,-0.0145061,-3.620521,1.45712,-1.185624,-1.279652,-1.04254,-0.423769,0.3535477,-25.09715,-1.095745,1.274067,-1.62072,0.2701115,0.0911697,0.416757,1.55511,1.885761,2.620373,-1.05506,-3.351772,1.06691,-0.62197,-0.544563,0.2742579,-2.53209,-2.090373,-3.887757,0.2746273,3.624972,-3.097165,-0.0964207,0.6267611,0.0977305,0.627756,-0.0435252,0.2742921,-0.1897973
-1.50673,-1.55734,1.00167,0.426454,-1.180755,0.6259273,-1.887596,-1.44917,-1.275991,-0.0772421,0.6257347,1.187716,-3.46503,0.6226256,0.6267179,-0.2737677,-3.184062,-0.2735605,1.186549,0.0167734,-0.2765646,-1.624064,0.1872454,0.3550742,-2.353244,-0.492506,-0.1849575,0.3597251,-1.356357,0.3597669,-0.44637,7.4274,-1.42072,-2.097734,-0.2779076,1.352377,-3.099034,1.277171,-1.187601,-1.274929,-0.8856973,0.3520753,2.06152,-23.0264,-1.274273,1.07534,-1.42041,1.279127,0.1897327,0.1855931,1.35659,2.43664,2.355026,-0.556045,-2.271072,1.0234,0.8896044,-0.479714,0.1877067,-3.090777,-1.624756,-2.883143,-0.0921472,3.62767,-2.57497,0.3570467,0.2720007,0.6265623,0.8810637,0.506157,0.6209707,-0.0992527
-1.04614,-0.8890406,0.0957973,0.3576061,-0.6242334,0.3579972,-2.097236,-0.6277212,-1.06534,0.1842762,1.099255,0.6226727,-2.43611,0.62232,0.6273964,-0.1805069,-2.350779,0.2723344,0.1873213,-0.3596511,-0.3519963,-2.094641,0.0917179,0.3571371,-2.04341,-0.0713571,-0.1807277,0.2741093,-1.0941,-0.0470445,-0.2763272,7.625266,-1.354077,7.621167,-0.0900904,1.880517,-2.096766,1.09031,-1.091595,-0.6293436,-1.07977,1.277257,2.62544,-12.27534,-1.091171,0.6207769,-1.01775,2.093299,0.1845445,-0.0953427,1.274604,2.46139,1.18417,-0.274719,-1.620449,0.6231473,2.185797,-0.356764,0.0953009,-2.54379,-1.187125,-1.52077,-0.3559795,3.55707,-0.8824493,1.090477,-0.1840675,1.187116,0.417736,0.8873301,1.095475,-0.1865533
-0.6246371,-0.8824793,-1.02635,0.0934097,-0.45704,0.0979955,-2.273105,-0.47957,-0.6257547,0.1892934,0.8815743,0.47091,-1.094137,0.352412,0.3539695,0.00699567,0.0975034,0.1807344,-0.1816742,-0.8896167,-0.1811427,-1.622115,-0.2727461,0.2772622,-1.620539,0.530911,-0.1840279,0.0976617,-0.1805157,-0.3539792,-0.2763601,7.183025,-1.180776,14.27721,0.0900739,1.187075,-1.189931,0.6247304,-0.6235236,-0.40651,-1.186139,1.887747,2.180692,1.57644,-0.507979,0.3564315,-0.473064,2.09769,-0.0463175,-0.420935,1.270711,2.092317,0.075263,-0.0134644,-2.187247,0.51417,2.27343,-0.475063,0.066273,-1.353491,-0.6266279,-1.279637,-0.626714,3.359191,0.6217101,1.357962,-0.53091,1.46342,-0.0910972,0.625337,1.095666,-0.3517479
-0.470575,-1.189359,-1.626135,-0.3541596,-0.3512442,0.0657704,-2.51249,-0.529372,-0.456243,0.0916297,0.0927146,0.6271579,-0.2717624,0.0967417,-0.1817037,0.1836745,3.093599,-0.474606,-0.0940397,-1.271041,0.0977314,-0.3517773,-0.566326,0.0975765,-1.43444,1.09565,-0.2711637,0.0919617,0.626504,-0.3592962,-0.454703,4.57307,-0.6211702,13.62201,0.1893974,0.0765101,-0.8867196,0.595907,-0.1893714,-0.1816291,-1.099915,1.887924,0.6256613,12.62519,-0.0941172,0.436454,-0.3537967,1.49559,-0.3545409,-0.620434,1.095962,1.4037,-0.1893677,-0.0904606,-3.272609,0.47174,1.07771,-0.8873911,0.04967,-0.0677257,-0.552743,-1.277319,-0.8815146,3.094577,1.181373,1.351937,-0.55971,1.355717,-0.475959,0.0966567,0.6299923,-0.3562307
-0.273707,-1.53405,-1.275361,-0.8839977,-0.2773167,0.1871335,-3.05439,-0.6274977,-0.414533,-0.0916263,-0.6210739,1.35455,-0.434731,0.0935175,-0.572769,0.3543532,4.883116,-1.352797,0.099766,-1.277277,0.49671,1.272037,-0.434277,-0.0923246,-1.356279,1.185727,-0.277027,0.1845796,1.50034,-0.1807419,-0.6214972,2.273775,-0.2715792,6.4774,0.533055,-0.6279317,-1.093549,0.572901,0.000774546,-0.0905675,-0.6215729,1.353476,-0.62721,16.88771,0.013712,0.6234752,-0.3574979,0.6269324,-0.6255133,-0.592395,0.623775,0.8877312,0.2742056,-0.2791274,-4.07657,0.629557,-1.07754,-1.40374,0.0370201,0.6271312,-0.470421,-1.53071,-0.6266062,2.350279,-0.0977763,0.8879793,-0.2732479,0.8837704,-0.562207,-0.8806346,0.501263,-0.2742037
0.0934363,-1.352163,0.1879991,-0.8865114,-0.2752727,0.6232017,-3.357063,-0.6226767,-0.492962,-0.1845973,-1.09727,2.274952,-1.353904,0.2727277,-0.521719,0.50627,4.623962,-1.621627,0.271007,-1.27497,0.6231034,2.625003,0.0971776,-0.271359,-1.35619,0.521541,-0.2775471,0.509647,1.627416,0.1860767,-0.8859577,0.8876903,0.0960015,-3.06472,1.18674,-1.0477,-1.279272,0.6206757,0.0325562,-0.094556,0.0954763,0.550772,-1.46207,14.4366,-0.18077,1.07577,-0.2757972,0.1833957,-0.6230354,-0.502525,0.0917062,0.6213977,1.093275,-0.55692,-3.620466,1.42039,-3.35059,-1.625114,-0.0315907,0.575707,-0.403671,-1.627515,-0.556221,1.186141,-2.5542,0.3571434,0.0953213,0.0967134,-0.356777,-2.02435,0.3577564,0.0914162
0.6276113,-0.3573723,2.40434,-0.2711772,-0.1861427,1.46479,-3.45145,-0.2749764,-0.570063,-0.1801276,-1.0967,3.09021,-2.181376,0.467259,-0.0710143,0.6207057,3.27564,-1.181757,-0.0926357,-0.8862424,0.6212757,3.274246,1.274212,-0.2774166,-1.271716,0.3525261,-0.2713154,1.09301,1.3562,0.6213166,-0.625329,0.6249956,0.404197,-9.62002,2.181745,-0.3527917,-1.186107,1.03439,-0.0933527,-0.1806657,1.095909,0.0269671,-1.095719,7.43536,-0.533293,1.00564,0.0992917,0.18929,-0.561442,-0.47716,-0.2776974,0.546202,1.620359,-0.623273,-2.277237,2.097545,-5.07717,-1.62979,-0.0952999,-0.0999277,-0.1876976,-1.43251,-0.2773161,0.0577071,-4.624629,0.0974116,0.423724,-0.454257,-0.0971126,-2.620359,0.505679,0.6207176
1.40137,1.00016,4.097634,0.6242677,-0.0529232,2.093127,-3.04134,0.1872533,-0.501061,-0.0476077,-0.531729,3.270342,-2.03963,0.537771,0.531339,0.6220693,1.624967,-0.1877117,-1.03955,-0.6273776,0.500026,2.45334,2.097909,-0.1867319,-1.00431,-0.00277357,-0.0995259,1.51212,0.8825721,0.8897316,-0.3592545,1.183097,0.573142,-10.0971,3.187769,0.3517172,-0.417913,1.189032,-0.1873674,-0.0935427,1.886727,-0.0956745,0.2747172,2.45461,-0.8872372,0.475119,1.095553,0.6221706,-0.2767569,-0.6220757,-0.2771271,0.557542,1.35655,-0.502006,-0.2765377,2.4103,-5.43443,-1.627507,-0.2745377,-1.18772,0.0939345,-0.627649,-0.0919925,-0.6205102,-5.184262,0.1836127,0.491777,-0.527957,-0.0923464,-2.887536,0.6257141,1.43564
2.06747,2.45167,4.350675,1.887531,0.1851374,2.180256,-1.880115,0.8823412,-0.1890665,0.0706171,-0.0777915,2.621342,-0.6204734,0.3527792,1.091535,0.527059,1.095063,0.3571667,-2.01707,-0.505736,0.2732173,1.093502,2.59157,-0.0265577,-0.423337,-0.0935045,-0.0466167,1.623735,0.3531376,1.06065,-0.00479347,1.621965,0.6216121,-4.887249,4.03453,0.6299905,0.574274,1.355497,-0.0962369,0.0950749,2.276074,0.0910715,1.881453,-1.353512,-1.0246,0.00675766,2.099343,1.273676,-0.0911119,-0.8830109,0.2745496,0.500377,0.406727,-0.2775927,1.279636,2.183044,-4.53577,-1.620006,-0.0923763,-1.624767,0.552533,0.2725795,0.0953763,-0.6230535,-3.624971,0.44955,0.2764637,-0.8821734,-0.3563475,-2.40702,0.8857072,2.04001
2.272624,3.57165,2.883765,2.45097,0.471974,1.54716,-0.2759979,1.351005,0.1853277,0.0509269,0.1873431,1.622757,1.185556,0.0203076,1.094725,0.3539906,1.622175,0.513332,-2.49123,-0.3541912,0.0926276,-0.1873334,2.47264,0.0997207,0.0902541,0.0547717,0.0909146,1.59073,0.0917704,0.8821756,0.3534577,2.01272,0.6244971,1.627052,3.887399,0.2763797,1.881064,1.279175,0.1815533,0.507693,2.274545,0.473746,3.0926,-3.271274,-0.6206757,-0.3553791,2.627911,1.270192,0.0232046,-1.04996,1.097465,0.2797774,-0.512493,-0.18323,2.352635,1.277474,-2.622566,-2.090761,0.0973477,-1.354557,1.090201,1.46527,0.187767,-0.097772,-1.275444,0.6254727,0.0324207,-0.524797,-1.03092,-1.52162,0.547199,2.094374
2.183414,4.09734,0.2772991,2.186551,0.6210961,0.526762,1.097733,1.57176,0.8810054,-0.0956512,0.3521957,0.2790779,2.629606,-0.2771726,0.6262137,0.2743641,3.09139,0.0964111,-2.4331,-0.0975673,0.0197436,-1.01977,1.887376,0.1864643,0.6233936,0.3510274,0.1855713,1.274361,-0.0144962,0.536274,0.6214674,1.50667,0.6263409,5.624147,2.627732,-0.593072,2.622962,1.00751,0.6220625,1.07356,2.092137,0.6260649,3.276272,-3.49215,-0.43171,-0.527242,3.00471,0.3574713,0.0706276,-0.524303,1.887497,0.0347034,-1.183954,-0.0999655,2.62547,0.1867342,-0.6257069,-2.45731,0.457376,-0.180572,1.276177,2.57775,0.3555153,0.2737273,0.8824392,0.8834719,-0.0957997,-0.276045,-1.357311,-0.595274,-0.0927723,1.624627
1.623624,3.881015,-2.181234,1.271565,0.8805146,-0.3574513,2.271611,1.627376,1.357791,-0.184547,0.3537913,-0.6246195,3.355562,-0.476202,0.2719191,0.0713477,3.882577,-0.2795473,-1.887459,0.18305,-0.0601177,-0.6226757,1.090769,0.091049,1.47567,0.574591,0.2772331,0.534906,-0.0434903,0.187091,0.6253597,0.6220569,1.0791,5.180391,0.881636,-1.625562,3.271951,0.2716739,1.275955,1.350209,1.883966,0.6200637,2.625777,-2.181169,-0.3547745,-0.441611,2.621192,-0.6267777,0.0947717,-0.520667,2.09165,-0.3554156,-1.03751,-0.2744443,3.274076,-0.556504,0.3579757,-2.62371,0.6257647,1.184521,1.350977,3.359743,0.523471,0.1819755,1.886757,0.577072,-0.0674162,-0.2770797,-1.42393,-0.0734297,-1.09455,1.274035
1.189273,3.354745,-3.623717,0.2741621,0.6265114,-1.187629,2.624632,1.621272,1.620326,-0.1852014,0.3577357,-1.27179,2.621514,-0.435626,-0.0297779,0.0455003,3.57613,-0.439371,-1.185577,0.6277607,-0.0992477,0.0129546,0.1802306,-0.1806951,2.180153,0.572675,0.3577715,0.0952306,-0.0273173,-0.0762427,0.8874613,-0.2707677,1.274264,1.091209,-1.18773,-2.09795,3.359973,-0.432652,1.47911,1.35571,1.52304,0.0723799,1.57,1.353742,-0.556654,-0.2747255,2.277657,-2.095416,0.2752526,-0.1843032,1.356075,-0.8875953,-0.09747,-0.0990377,3.885544,-1.090172,0.6245697,-2.187054,0.471551,2.092754,1.271973,3.625369,0.6227776,-0.6257657,1.56971,0.1840403,0.185575,-0.621576,-1.0916,0.0962397,-1.887721,0.6274015
0.6277364,3.09106,-4.07433,-0.403775,0.6272477,-1.47741,2.620604,1.622117,1.62645,-0.0531702,0.49169,-1.181152,1.43055,-0.2734499,-0.097902,0.0923265,2.356242,-0.0647347,-0.547777,1.273447,-0.2762773,0.8802096,-0.535602,-0.443456,2.357936,0.2775666,0.435667,-0.0979507,0.0147915,-0.2737475,1.1806,-1.09151,1.357179,-3.093967,-2.627602,-1.57604,3.42099,-1.270344,1.353246,1.186751,2.0905,-0.6237144,0.6261297,7.189211,-1.01527,-0.0977626,2.271552,-2.624799,0.56763,-0.0343246,0.187676,-1.352663,0.6216223,-0.0365773,4.886795,-1.06717,0.0779577,-1.092765,0.0429266,1.5234,1.09791,3.5701,0.590974,-2.181356,0.6270371,-0.1875312,0.503347,-1.094509,-0.403416,-0.0599762,-2.181917,0.53071
0.406779,3.0399,-3.095695,-0.573999,0.6231051,-1.351111,2.35051,1.625043,1.351973,0.1870347,0.6207577,-0.517335,0.3542413,-0.0971936,-0.2744143,0.0990654,0.8879127,0.629349,-0.097257,1.57672,-0.477211,1.270127,-1.275702,-0.6246571,2.272434,-0.0799219,0.447939,-0.0955567,0.0951279,-0.3507117,1.47055,-1.276437,1.279937,-4.55757,-3.272041,-0.3562717,3.277172,-1.626115,1.01764,0.524654,2.180212,-1.277911,0.3530027,13.35972,-1.181437,-0.0777177,2.44175,-2.27661,0.8872675,-0.0565637,-0.8817707,-1.51749,1.277277,0.097647,5.57415,-0.620723,-0.6270042,0.1866955,-0.497307,0.6244957,1.06707,3.00421,0.3571335,-3.277717,0.6292707,-0.6274324,0.6247269,-1.274146,-0.0392525,-0.1864734,-1.622359,0.51473
0.443057,3.181997,-1.622413,-0.400252,0.6297715,-1.0459,1.626767,1.43516,0.520712,0.479001,0.6206612,0.044729,0.0939362,0.0443491,-0.1893401,0.0910361,-0.0575749,1.47372,0.2754431,1.620777,-0.54273,1.02061,-1.627232,-0.6252744,1.625756,-0.3537273,0.417747,-0.0974534,0.1807675,-0.1837329,1.883967,-1.09155,1.09916,-2.624571,-2.44654,0.6293276,2.627507,-1.629372,0.499367,0.52753,2.07215,-1.45557,0.6244724,16.62621,-0.8859346,0.0112157,2.624777,-1.180476,1.091433,-0.183749,-1.56377,-1.355143,1.184196,0.2760644,5.353421,-0.547707,-1.275767,1.18674,-0.8870172,-0.6275253,0.522009,2.00325,0.0914533,-3.53731,2.274656,-1.183397,0.491667,-1.09171,0.05627,-0.1850577,-0.6217777,0.572024
0.625057,3.274154,-0.3512136,-0.277279,0.8837502,-0.6240276,1.271292,1.097762,0.441771,0.6227747,0.440962,0.2732603,0.531047,0.0913104,-0.3505074,-0.0975374,-0.2772472,1.88274,1.07767,1.351962,-0.3569915,0.1867456,-2.0653,-0.506027,1.04672,-0.426951,0.3554959,-0.2754021,0.2715677,0.0927574,2.07626,-0.3570914,0.6201793,0.3552317,-1.090966,1.621959,1.629034,-1.355574,0.2797365,0.3507732,1.53597,-1.274262,1.279905,14.27429,-0.0959276,0.0947779,2.431,0.09702,1.02667,-0.2710746,-1.629039,-0.8866277,0.419776,0.3507779,4.09956,-0.6272701,-0.881477,1.353427,-0.6237577,-2.094964,0.6277412,0.8892167,-0.1841796,-2.627759,4.883959,-1.51012,0.2740047,-0.3546472,-0.0965605,0.047621,0.1899017,0.509669
1.184207,3.07107,0.3553776,-0.41749,1.04477,-0.477249,0.6235976,0.6276346,0.2771176,0.562317,0.1877754,0.00767171,1.352335,0.0972491,-0.3566074,-0.477204,-0.18375,1.622972,1.629709,0.8853447,-0.0907597,-0.443175,-1.626956,-0.3534234,0.437162,-0.2774563,0.2772755,-0.621629,0.2757749,0.446255,1.623177,0.0914557,0.2767567,2.356767,0.0973346,2.05441,0.455549,-0.525077,0.3571735,0.1891243,0.8813012,-0.474436,1.626272,6.27574,0.8895132,0.1857993,1.57771,1.099772,0.6277177,-0.0457919,-1.356106,-0.2777997,-0.2795655,0.2771716,2.274237,-1.095052,0.1895527,0.625011,-0.1874109,-2.352797,0.474573,0.271795,-0.3521435,-1.54914,7.57426,-1.625991,-0.0957955,0.2701766,-0.3541324,0.3555179,0.623799,0.273105
1.356576,2.187637,0.881653,-0.627767,1.00644,-0.3574792,0.092041,0.3564244,0.3532114,0.3573199,0.0993131,-0.6229235,1.880726,0.1891491,-0.2774953,-0.6292927,-0.0734576,1.4026,2.356563,0.407917,0.2767077,-1.06076,-1.00495,-0.2703697,0.3576739,-0.1807965,0.1876373,-1.097901,0.2701513,0.6216259,1.094472,0.2763773,0.0990572,1.357201,0.6236574,1.625114,-0.556979,-0.400604,0.6242656,0.1832305,0.0655571,0.0502634,1.629157,-3.40237,2.091165,0.0990434,0.2730592,1.43114,0.426992,0.470102,-1.00727,-0.00366999,-1.091159,0.3501475,0.6269019,-1.49662,1.5347,0.0913567,0.2764971,-1.46747,0.3535919,0.0993567,-0.1896105,-0.6256776,7.622749,-1.35775,-0.275091,0.6297073,-0.3599757,0.570113,0.592405,-0.0907249
